,Mun,UF,Atingido_Alagamentos,Atingido_Des,Atingido_Enchente,Atingido_Enxurrada,Nao_ATV_P&DC,Nao_Instr_Inundacao,Nao_Medida_Estrutural_RRD,Nao_RR_Seca,Nao_Red_Des,Nao_Red_Enchente,Nao_Red_Enxurrada,Tem_Instr_Deslizamento,Tem_Red_Des
4361,Calmon,SC,0,0,0,1,1,1,1,0,0,0,0,0,0
4362,Camboriú,SC,1,0,1,1,0,0,0,0,0,0,0,1,1
4363,Capão Alto,SC,0,0,0,0,0,1,0,0,0,0,0,0,0
4364,Campo Alegre,SC,1,0,1,0,1,1,0,0,0,0,0,1,1
4365,Campo Belo do Sul,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4366,Campo Erê,SC,0,0,0,0,0,0,1,0,0,0,0,0,0
4367,Campos Novos,SC,1,0,0,1,0,0,0,0,0,0,0,1,1
4368,Canelinha,SC,1,0,1,1,1,0,1,0,0,0,0,1,1
4369,Canoinhas,SC,1,1,1,1,0,0,0,0,1,0,0,1,1
4370,Capinzal,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4371,Capivari de Baixo,SC,1,0,0,0,0,1,0,0,0,0,0,1,1
4372,Catanduvas,SC,1,1,0,1,0,0,0,0,1,0,1,1,1
4373,Caxambu do Sul,SC,1,0,1,1,1,1,0,1,0,0,0,0,0
4374,Celso Ramos,SC,0,0,0,1,0,0,0,0,0,0,0,1,1
4375,Cerro Negro,SC,1,0,0,1,0,0,0,0,0,0,0,1,1
4376,Chapadão do Lageado,SC,1,0,0,1,0,0,0,0,0,0,0,1,1
4377,Chapecó,SC,1,0,0,0,0,0,0,0,0,0,0,1,1
4378,Cocal do Sul,SC,1,0,0,0,0,0,0,0,0,0,0,0,0
4379,Concórdia,SC,0,1,0,0,0,0,0,0,0,0,0,1,1
4380,Cordilheira Alta,SC,0,0,0,0,0,1,0,0,0,0,0,0,0
4381,Coronel Freitas,SC,1,0,0,0,0,0,0,0,0,0,0,1,1
4382,Coronel Martins,SC,0,0,1,0,0,0,0,0,0,0,0,1,1
4383,Corupá,SC,0,1,1,1,0,0,0,1,0,0,0,1,1
4384,Correia Pinto,SC,1,0,1,1,0,0,0,0,0,0,0,0,0
4385,Criciúma,SC,1,0,0,1,0,0,0,0,0,0,0,1,1
4386,Cunha Porã,SC,0,0,0,1,0,0,0,0,0,0,0,0,0
4387,Cunhataí,SC,1,0,1,1,0,1,0,0,0,0,0,0,0
4388,Curitibanos,SC,1,0,0,0,0,1,0,0,0,0,0,1,1
4389,Descanso,SC,0,0,0,0,0,1,0,0,0,0,0,0,0
4390,Dionísio Cerqueira,SC,1,0,0,1,0,1,0,0,0,0,0,0,0
4391,Dona Emma,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4392,Doutor Pedrinho,SC,0,0,0,1,0,0,0,0,0,0,0,1,1
4393,Entre Rios,SC,0,0,0,0,1,1,1,1,0,0,0,0,0
4394,Ermo,SC,0,0,0,0,0,1,0,0,0,0,0,0,0
4395,Erval Velho,SC,0,0,1,0,0,0,0,0,0,1,0,1,1
4396,Faxinal dos Guedes,SC,0,0,1,1,0,0,0,0,0,0,0,1,0
4397,Flor do Sertão,SC,0,0,0,0,0,1,0,0,0,0,0,0,0
4398,Florianópolis,SC,1,1,0,1,0,0,0,0,0,0,0,1,1
4399,Formosa do Sul,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4400,Forquilhinha,SC,1,0,1,1,0,0,0,0,0,0,0,1,1
4401,Fraiburgo,SC,1,0,1,1,0,0,0,0,0,0,0,1,1
4402,Frei Rogério,SC,0,0,0,0,0,1,0,0,0,0,0,1,1
4403,Galvão,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4404,Garopaba,SC,0,0,1,1,0,0,0,0,0,0,0,1,1
4405,Garuva,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4406,Gaspar,SC,1,1,0,0,0,0,0,0,0,0,0,1,1
4407,Governador Celso Ramos,SC,0,1,0,0,1,0,0,0,0,0,0,1,1
4408,Grão Pará,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4409,Gravatal,SC,1,0,1,0,0,0,0,0,0,1,0,1,1
4410,Guabiruba,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4411,Guaraciaba,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4412,Guaramirim,SC,1,1,0,0,0,0,0,0,0,0,0,1,1
4413,Guarujá do Sul,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4414,Guatambú,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4415,Herval dOeste,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4416,Ibiam,SC,1,0,0,1,0,0,1,0,0,0,0,1,1
4417,Ibicaré,SC,0,0,0,1,0,1,0,0,0,0,1,0,0
4418,Ibirama,SC,1,1,0,1,0,0,0,0,0,0,0,1,1
4419,Içara,SC,1,0,1,1,0,0,0,0,0,0,0,0,0
4420,Ilhota,SC,1,1,0,0,0,0,0,0,0,0,0,1,1
4421,Imaruí,SC,0,0,0,1,1,0,0,0,0,0,1,0,0
4422,Imbituba,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4423,Imbuia,SC,0,0,0,1,0,0,0,0,0,0,0,0,0
4424,Indaial,SC,1,0,0,0,0,0,0,0,0,0,0,1,1
4425,Iomerê,SC,0,0,0,0,0,1,0,0,0,0,0,0,0
4426,Ipira,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4427,Iporã do Oeste,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4428,Ipuaçu,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4429,Ipumirim,SC,0,0,1,1,0,0,0,0,0,1,1,1,1
4430,Iraceminha,SC,1,0,1,1,0,0,0,0,0,1,1,1,1
4431,Irani,SC,1,0,1,1,0,1,0,0,0,0,1,0,0
4432,Irati,SC,1,0,1,1,1,1,0,0,0,0,0,0,0
4433,Irineópolis,SC,1,0,0,1,1,0,0,0,0,0,0,1,1
4434,Itá,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4435,Itaiópolis,SC,0,0,0,1,0,0,0,0,0,0,1,1,1
4436,Itajaí,SC,1,1,0,1,0,0,0,0,0,0,0,1,1
4437,Itapema,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4438,Itapiranga,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4439,Itapoá,SC,1,0,1,1,0,0,0,0,0,1,1,0,0
4440,Ituporanga,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4441,Jaborá,SC,0,0,0,0,0,1,0,0,0,0,0,1,0
4442,Jacinto Machado,SC,1,0,0,1,0,0,0,0,0,0,0,1,1
4443,Jaguaruna,SC,1,0,1,1,0,0,0,0,0,0,0,1,1
4444,Jaraguá do Sul,SC,1,1,0,1,0,0,0,0,0,0,0,1,1
4445,Jardinópolis,SC,0,0,0,1,0,0,0,0,0,0,0,1,1
4446,Joaçaba,SC,0,1,1,1,0,0,0,1,1,1,1,1,1
4447,Joinville,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4448,José Boiteux,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4449,Jupiá,SC,0,0,0,0,0,1,0,0,0,0,0,0,0
4450,Lacerdópolis,SC,1,1,0,1,0,0,0,0,0,0,0,1,1
4451,Lages,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4452,Laguna,SC,1,0,0,0,1,0,1,0,0,0,0,1,1
4453,Lajeado Grande,SC,0,0,1,0,0,0,0,0,0,1,0,1,1
4454,Laurentino,SC,1,1,0,1,0,0,0,0,0,0,0,1,1
4455,Lauro Müller,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4456,Lebon Régis,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4457,Leoberto Leal,SC,1,1,0,1,1,0,0,0,1,0,0,1,1
4458,Lindóia do Sul,SC,0,0,1,1,0,0,0,0,0,1,1,1,1
4459,Lontras,SC,1,0,1,0,0,0,0,0,0,1,0,1,1
4460,Luiz Alves,SC,1,0,1,0,0,0,0,0,0,1,0,1,1
4461,Luzerna,SC,0,1,0,0,0,0,0,0,0,0,0,1,1
4462,Macieira,SC,0,0,0,1,0,0,0,0,0,0,0,1,1
4463,Mafra,SC,1,0,0,1,0,0,0,0,0,0,0,1,1
4464,Major Gercino,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4465,Major Vieira,SC,1,0,1,1,0,0,0,0,0,0,0,1,1
4466,Maracajá,SC,1,0,0,0,0,0,0,0,0,0,0,1,1
4467,Maravilha,SC,1,0,1,1,0,0,0,0,0,0,0,1,1
4468,Marema,SC,1,0,1,1,0,0,0,0,0,1,1,1,1
4469,Massaranduba,SC,1,0,1,0,0,0,0,0,0,0,0,1,1
4470,Matos Costa,SC,0,0,0,0,0,1,0,0,0,0,0,0,0
4471,Meleiro,SC,1,1,1,0,0,0,0,0,1,0,0,1,1
4472,Mirim Doce,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4473,Modelo,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4474,Mondaí,SC,1,0,1,0,0,0,0,0,0,1,0,1,0
4475,Monte Carlo,SC,0,0,0,0,0,1,0,0,0,0,0,0,0
4476,Monte Castelo,SC,0,0,0,0,0,1,0,0,0,0,0,0,0
4477,Morro da Fumaça,SC,1,1,1,0,0,0,0,0,0,0,0,1,1
4478,Morro Grande,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4479,Navegantes,SC,1,0,1,0,0,0,0,0,0,1,0,0,0
4480,Nova Erechim,SC,0,0,0,1,1,0,0,0,0,0,0,0,0
4481,Nova Itaberaba,SC,0,0,0,1,0,0,0,0,0,0,0,1,1
4482,Nova Trento,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4483,Nova Veneza,SC,1,0,1,0,0,0,0,0,0,0,0,1,1
4484,Novo Horizonte,SC,0,0,0,0,0,1,0,0,0,0,0,0,0
4485,Orleans,SC,1,1,0,1,0,0,0,0,0,0,0,1,1
4486,Otacílio Costa,SC,1,0,1,0,0,0,0,0,0,0,0,1,1
4487,Ouro,SC,0,1,0,1,0,0,0,0,0,0,1,1,1
4488,Ouro Verde,SC,0,0,1,0,0,0,0,0,0,1,0,1,1
4489,Paial,SC,0,0,0,1,0,0,0,0,0,0,0,1,1
4490,Painel,SC,1,1,1,1,0,0,0,0,0,0,1,1,1
4491,Palhoça,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
4492,Palma Sola,SC,1,1,0,1,0,0,0,0,1,0,0,1,1
4493,Palmeira,SC,1,0,1,0,0,0,0,0,0,0,0,1,0
4494,Palmitos,SC,1,0,1,1,1,0,0,0,0,0,0,1,1
4495,Papanduva,SC,0,0,1,1,0,0,0,0,0,0,0,1,1
4496,Paraíso,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4497,Passo de Torres,SC,1,0,1,1,0,0,0,1,0,1,1,1,1
4498,Passos Maia,SC,1,0,0,0,0,0,0,0,0,0,0,1,1
4499,Paulo Lopes,SC,0,0,0,0,0,1,0,0,0,0,0,1,1
4500,Pedras Grandes,SC,1,0,1,1,0,0,0,0,0,0,0,0,0
4501,Penha,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4502,Peritiba,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4503,Pescaria Brava,SC,0,0,1,1,0,1,0,0,0,1,1,0,0
4504,Petrolândia,SC,1,0,0,1,0,0,0,0,0,0,1,1,1
4505,Balneário Piçarras,SC,1,1,0,0,0,0,0,0,0,0,0,1,1
4506,Pinhalzinho,SC,1,0,0,1,0,0,0,0,0,0,0,1,1
4507,Pinheiro Preto,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
4508,Piratuba,SC,0,1,0,0,1,0,0,0,1,0,0,1,1
4509,Planalto Alegre,SC,0,0,0,1,0,0,0,0,0,0,0,1,1
4510,Pomerode,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4511,Ponte Alta,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
4512,Ponte Alta do Norte,SC,1,1,0,1,0,0,0,0,0,0,0,1,1
4513,Ponte Serrada,SC,1,0,1,1,0,0,0,0,0,0,0,1,1
4514,Porto Belo,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4515,Porto União,SC,0,1,0,0,0,0,0,0,0,0,0,1,1
4516,Pouso Redondo,SC,1,0,1,1,0,0,0,0,0,0,0,1,1
4517,Praia Grande,SC,1,0,1,1,0,0,0,0,0,1,1,1,1
4518,Presidente Castello Branco,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4519,Presidente Getúlio,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4520,Presidente Nereu,SC,0,1,1,1,0,0,0,0,0,0,0,1,1
4521,Princesa,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4522,Quilombo,SC,1,0,1,1,0,0,0,0,0,0,0,1,1
4523,Rancho Queimado,SC,0,0,0,1,0,0,0,0,0,0,1,1,1
4524,Rio das Antas,SC,1,0,0,1,0,0,0,0,0,0,1,1,1
4525,Rio do Campo,SC,0,0,0,1,1,0,0,0,0,0,0,1,1
4526,Rio do Oeste,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4527,Rio dos Cedros,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4528,Rio do Sul,SC,0,1,1,0,0,0,0,0,1,0,0,1,1
4529,Rio Fortuna,SC,0,1,1,1,0,0,0,0,0,1,0,1,1
4530,Rio Negrinho,SC,1,0,1,1,0,0,1,1,0,0,1,1,1
4531,Rio Rufino,SC,0,0,0,1,0,0,0,0,0,0,0,1,1
4532,Riqueza,SC,1,0,0,1,0,0,0,0,0,0,1,1,0
4533,Rodeio,SC,1,1,0,1,0,0,0,1,0,0,0,1,1
4534,Romelândia,SC,1,0,1,1,0,0,0,0,0,1,1,1,1
4535,Salete,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4536,Saltinho,SC,0,0,0,0,0,0,1,0,0,0,0,1,1
4537,Salto Veloso,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4538,Sangão,SC,1,0,1,1,0,0,0,0,0,0,0,1,1
4539,Santa Cecília,SC,0,0,0,0,1,1,0,0,0,0,0,0,0
4540,Santa Helena,SC,0,0,1,1,0,0,0,0,0,1,0,0,0
4541,Santa Rosa de Lima,SC,0,0,0,0,0,1,0,0,0,0,0,1,1
4542,Santa Rosa do Sul,SC,1,0,0,0,0,0,0,0,0,0,0,1,1
4543,Santa Terezinha,SC,0,1,0,0,0,0,0,0,0,0,0,1,1
4544,Santa Terezinha do Progresso,SC,0,1,0,1,1,0,0,0,1,0,1,0,0
4545,Santiago do Sul,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4546,Santo Amaro da Imperatriz,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4547,São Bernardino,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4548,São Bento do Sul,SC,1,1,0,1,0,0,0,0,0,0,0,1,1
4549,São Bonifácio,SC,1,0,0,0,0,1,0,0,0,0,0,0,0
4550,São Carlos,SC,1,0,1,1,0,0,0,0,0,0,0,1,1
4551,São Cristóvão do Sul,SC,0,1,0,0,0,0,0,0,0,0,0,1,1
4552,São Domingos,SC,0,0,0,0,0,1,0,0,0,0,0,1,1
4553,São Francisco do Sul,SC,1,1,0,0,0,0,0,0,0,0,0,1,1
4554,São João do Oeste,SC,0,1,0,1,0,1,0,0,0,0,0,1,1
4555,São João Batista,SC,1,1,1,1,0,0,0,0,1,0,0,1,1
4556,São João do Itaperiú,SC,1,0,1,0,0,0,0,1,0,0,0,0,0
4557,São João do Sul,SC,1,1,1,1,0,0,0,0,0,1,1,1,1
4558,São Joaquim,SC,1,1,0,1,0,0,0,0,0,0,0,1,1
4559,São José,SC,1,1,0,1,0,0,0,0,1,0,0,1,1
4560,São José do Cedro,SC,1,0,0,0,0,0,0,0,0,0,0,1,1
4561,São José do Cerrito,SC,1,1,1,1,0,0,0,0,1,0,0,1,1
4562,São Lourenço do Oeste,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4563,São Ludgero,SC,0,0,0,1,0,0,0,1,0,0,0,1,1
4564,São Martinho,SC,0,0,0,1,0,0,0,0,0,0,0,1,1
4565,São Miguel da Boa Vista,SC,0,0,0,0,0,1,0,0,0,0,0,0,0
4566,São Miguel do Oeste,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4567,São Pedro de Alcântara,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
4568,Saudades,SC,1,0,1,1,0,0,0,0,0,0,0,1,1
4569,Schroeder,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4570,Seara,SC,0,1,0,1,0,0,0,0,0,0,1,1,1
4571,Serra Alta,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4572,Siderópolis,SC,0,0,1,0,0,0,0,0,0,0,0,1,1
4573,Sombrio,SC,1,0,1,1,0,0,0,0,0,0,0,0,0
4574,Sul Brasil,SC,1,1,1,0,0,1,0,0,0,1,0,0,1
4575,Taió,SC,1,1,1,1,0,0,0,0,1,1,1,1,1
4576,Tangará,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4577,Tigrinhos,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
4578,Tijucas,SC,1,0,0,1,0,0,0,0,0,0,0,0,0
4579,Timbé do Sul,SC,1,1,1,1,0,0,0,0,0,0,1,1,1
4580,Timbó,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4581,Timbó Grande,SC,0,0,1,1,0,0,0,0,0,0,1,1,1
4582,Três Barras,SC,1,0,1,1,0,0,0,0,0,0,0,0,0
4583,Treviso,SC,1,0,1,0,0,0,0,0,0,0,0,1,1
4584,Treze de Maio,SC,1,1,0,1,0,0,0,0,0,0,0,1,1
4585,Treze Tílias,SC,1,1,1,1,1,0,0,0,1,0,0,0,0
4586,Trombudo Central,SC,1,0,1,1,0,0,0,0,0,1,1,1,1
4587,Tubarão,SC,1,1,0,1,0,0,0,0,0,0,0,1,1
4588,Tunápolis,SC,0,1,1,0,0,0,0,0,1,1,0,1,1
4589,Turvo,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4590,União do Oeste,SC,0,0,0,0,0,0,0,1,0,0,0,0,0
4591,Urubici,SC,0,1,1,1,0,0,0,0,0,0,0,1,1
4592,Urupema,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4593,Urussanga,SC,1,0,1,1,0,0,0,0,0,0,0,1,1
4594,Vargeão,SC,1,1,0,1,0,0,0,0,0,0,0,1,1
4595,Vargem,SC,1,0,1,1,0,0,0,0,0,0,0,1,1
4596,Vargem Bonita,SC,0,0,0,0,0,0,0,0,0,0,0,1,1
4597,Vidal Ramos,SC,1,0,0,1,0,0,0,0,0,0,1,1,1
4598,Videira,SC,1,1,1,1,0,0,0,0,0,0,0,1,1
4599,Vitor Meireles,SC,0,0,0,0,1,0,0,0,0,0,0,0,0
4600,Witmarsum,SC,1,1,0,0,0,0,0,0,0,0,0,1,1
4601,Xanxerê,SC,1,0,1,1,0,0,0,0,0,0,0,1,1
4602,Xavantina,SC,0,0,0,0,0,0,0,0,0,0,0,0,0
4603,Xaxim,SC,1,0,1,1,0,0,0,0,0,0,0,0,0
4604,Zortéa,SC,1,0,1,1,0,0,0,0,0,0,1,0,0
4605,Balneário Rincão,SC,1,0,0,1,0,1,0,0,0,0,0,0,0
4606,Aceguá,RS,1,0,0,0,0,1,0,0,0,0,0,0,0
4607,Água Santa,RS,0,0,0,1,0,0,0,0,0,0,1,1,1
4608,Agudo,RS,1,0,1,1,0,1,1,0,0,1,1,1,1
4609,Ajuricaba,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4610,Alecrim,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,Alegrete,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
4612,Alegria,RS,1,0,1,0,1,1,0,0,0,0,0,0,0
4613,Almirante Tamandaré do Sul,RS,0,0,0,0,1,1,0,0,0,0,0,0,0
4614,Alpestre,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4615,Alto Alegre,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4616,Alto Feliz,RS,0,1,0,0,0,0,0,0,1,0,0,1,1
4617,Alvorada,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4618,Amaral Ferrador,RS,0,0,1,0,0,1,0,0,0,1,0,0,0
4619,Ametista do Sul,RS,1,1,1,1,0,0,0,0,0,0,0,1,1
4620,André da Rocha,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4621,Anta Gorda,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4622,Antônio Prado,RS,1,0,0,1,1,0,0,0,0,0,1,1,1
4623,Arambaré,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
4624,Araricá,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4625,Aratiba,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4626,Arroio do Meio,RS,1,1,1,1,0,0,0,0,0,1,0,1,1
4627,Arroio do Sal,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
4628,Arroio do Padre,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4629,Arroio dos Ratos,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4630,Arroio do Tigre,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4631,Arroio Grande,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,Arvorezinha,RS,0,1,0,0,0,1,0,0,1,0,0,0,0
4633,Augusto Pestana,RS,0,0,0,1,1,1,0,0,0,0,1,0,0
4634,Áurea,RS,1,0,1,1,0,0,0,0,0,1,1,1,1
4635,Bagé,RS,1,1,1,1,0,0,0,0,0,0,0,1,1
4636,Balneário Pinhal,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4637,Barão,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4638,Barão de Cotegipe,RS,1,0,0,1,0,0,0,0,0,0,0,1,1
4639,Barão do Triunfo,RS,0,0,0,0,1,0,0,0,0,0,0,1,1
4640,Barracão,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4641,Barra do Guarita,RS,1,0,0,0,0,0,0,0,0,0,0,0,0
4642,Barra do Quaraí,RS,1,0,1,0,0,0,0,0,0,0,0,0,0
4643,Barra do Ribeiro,RS,1,0,1,1,1,0,0,0,0,1,1,0,0
4644,Barra do Rio Azul,RS,1,0,1,1,0,1,0,0,0,0,0,0,0
4645,Barra Funda,RS,1,0,0,0,0,1,0,0,0,0,0,0,0
4646,Barros Cassal,RS,1,0,1,0,0,1,0,0,0,1,0,0,0
4647,Benjamin Constant do Sul,RS,0,0,0,0,1,1,1,0,0,0,0,0,0
4648,Bento Gonçalves,RS,1,0,1,0,0,0,0,0,0,0,0,1,1
4649,Boa Vista das Missões,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4650,Boa Vista do Buricá,RS,1,0,1,0,0,0,0,0,0,0,0,1,1
4651,Boa Vista do Cadeado,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4652,Boa Vista do Incra,RS,0,0,0,0,0,1,0,1,0,0,0,0,0
4653,Boa Vista do Sul,RS,0,1,0,0,1,0,0,0,0,0,0,1,1
4654,Bom Jesus,RS,0,0,0,0,0,1,0,1,0,0,0,0,0
4655,Bom Princípio,RS,1,1,1,1,0,0,0,0,0,0,0,1,1
4656,Bom Progresso,RS,0,0,0,1,0,0,0,0,0,0,0,1,1
4657,Bom Retiro do Sul,RS,1,1,1,1,0,0,0,0,1,1,0,1,1
4658,Boqueirão do Leão,RS,0,0,1,1,0,1,0,0,0,1,1,0,0
4659,Bossoroca,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4660,Bozano,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4661,Braga,RS,0,0,0,1,0,1,0,0,0,0,1,1,1
4662,Brochier,RS,0,0,1,1,0,0,0,0,0,0,0,0,0
4663,Butiá,RS,1,0,0,1,0,0,0,0,0,0,0,0,0
4664,Caçapava do Sul,RS,1,0,0,0,1,0,1,0,0,0,0,1,1
4665,Cacequi,RS,1,0,1,1,0,0,0,0,0,0,0,0,0
4666,Cachoeira do Sul,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4667,Cachoeirinha,RS,1,0,1,1,0,0,1,0,0,0,0,1,1
4668,Cacique Doble,RS,0,0,0,1,0,0,0,0,0,0,0,0,0
4669,Caibaté,RS,0,0,0,0,0,0,0,1,0,0,0,1,1
4670,Caiçara,RS,0,0,1,1,0,0,0,0,0,1,1,0,0
4671,Camaquã,RS,1,0,1,0,0,0,0,0,0,0,0,0,0
4672,Camargo,RS,1,0,1,0,1,1,0,0,0,1,0,0,0
4673,Cambará do Sul,RS,0,0,0,1,0,0,0,0,0,0,0,1,1
4674,Campestre da Serra,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4675,Campina das Missões,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4676,Campinas do Sul,RS,0,0,1,1,0,0,0,0,0,0,0,0,0
4677,Campo Bom,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4678,Campo Novo,RS,1,0,1,1,0,0,0,0,0,0,0,1,0
4679,Campos Borges,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4680,Candelária,RS,0,0,0,0,1,0,0,0,0,0,0,0,0
4681,Cândido Godói,RS,1,0,1,1,0,0,0,0,0,0,0,1,1
4682,Candiota,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4683,Canela,RS,1,1,1,1,0,0,0,0,0,0,0,0,1
4684,Canguçu,RS,0,0,1,0,0,0,0,0,0,1,0,1,1
4685,Canoas,RS,0,0,1,1,0,0,0,0,0,0,0,0,0
4686,Canudos do Vale,RS,0,0,0,0,0,0,0,0,0,0,0,1,0
4687,Capão Bonito do Sul,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4688,Capão da Canoa,RS,1,0,0,0,0,0,0,0,0,0,0,0,0
4689,Capão do Cipó,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4690,Capão do Leão,RS,1,0,0,0,0,0,0,0,0,0,0,1,1
4691,Capivari do Sul,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4692,Capela de Santana,RS,1,0,1,1,0,1,1,0,0,1,1,0,0
4693,Capitão,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4694,Carazinho,RS,1,0,0,1,0,0,0,0,0,0,0,1,0
4695,Caraá,RS,1,0,1,1,0,0,0,0,0,0,0,1,0
4696,Carlos Barbosa,RS,1,1,0,1,0,0,0,0,1,0,0,1,1
4697,Carlos Gomes,RS,0,0,0,0,1,1,0,0,0,0,0,0,0
4698,Casca,RS,0,1,0,0,0,1,0,0,0,0,0,1,1
4699,Caseiros,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4700,Catuípe,RS,0,0,0,1,0,0,0,0,0,0,1,0,0
4701,Caxias do Sul,RS,1,1,0,0,0,0,0,0,0,0,0,1,1
4702,Centenário,RS,0,0,0,0,0,1,0,0,0,0,0,0,0
4703,Cerrito,RS,0,0,0,0,0,0,0,0,0,0,0,0,0
4704,Cerro Branco,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4705,Cerro Grande,RS,1,0,0,0,0,0,0,0,0,0,0,1,1
4706,Cerro Grande do Sul,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4707,Cerro Largo,RS,0,0,0,0,0,0,0,0,0,0,0,1,1
4708,Chapada,RS,1,0,1,0,0,0,0,0,0,0,0,1,1
4709,Charqueadas,RS,1,0,1,1,0,0,1,0,0,0,0,0,0
4710,Charrua,RS,0,0,0,1,0,0,0,0,0,0,0,1,1
